DIVAI	2016	11th international scientific conference on Distance Learning in Applied Informatics	STUROVO
DKMP	2016	Fourth International Conference on Data Mining & Knowledge Management Process	DUBAI
DLRS	2016	Deep Learning for Recommender Systems	BOSTON
DMAP	2016	Second International Conference on Data Mining and Applications	VIENNA
DMC	2012	The 1st International Workshop on Data Management in the Cloud	WASHINGTON DC
DMC 2013 at BTW	2013	1st Workshop on Data Management in the Cloud	MAGDEBURG
DMC	2014	International Workshop on Data Management in the Cloud	CHICAGO
DMCIT	2017	2017 International Conference on Data Mining, Communications and Information Technology(DMCIT 2017)--Ei&Scopus	PHUKET
DMCIT-EI	2017	Ei&Scopus--2017 International Conference on Data Mining, Communications and Information Technology(DMCIT 2017)	PHUKET
DMCities	2015	Workshop on Data Mining for Smart Cities 2015	ATLANTA
DMDB	2016	Third International Conference on Data Mininig and Database	VIENNA
DMDMS	2016	International Workshop on Data Mining for Decision Making Support	MADRID
DMIoT	2016	The First Workshop on Data Mining for Internet of Things (DMIoT 2016) held in conjunction with the IEEE International Conference on Data Mining series (ICDM)	BARCELONA
DMS	2013	Fifth International conference on Database Management Systems	ZURICH
DMS	2016	IEEE International Workshop on Data Mining for Service	BARCELONA
DNIS	2011	7th International Workshop on Databases in Networked Information Systems	AIZU
DNIS	2013	8th International Workshop on Databases in Networked Information Systems	UNIVERSITY OF AIZU
DNIS	2014	9th International Workshop on Databases in Networked Information Systems	UNIVERSITY OF AIZU
DocEng	2011	ACM Symposium on Document Engineering	MOUNTAIN VIEW
DOLAP	2011	Fourteenth International Workshop on Data Warehousing and Olap	GLASGOW
DOLAP	2013	16th International Workshop on Data Warehousing and OLAP	BURLINGAME
DPBA	2015	International Workshop on Data-driven and Predictive Business Analytics (DPBA 2015), coheld with EDOC 2015	ADELAIDE
DS	2016	19th International Conference on Discovery Science	BARI
DS4IDS@ICCSA	2016	Data Science for Intelligent Decision Support	BEIJING
DSAA	2015	IEEE International Conference on Data Science and Advanced Analytics (DSAA 2015)	PARIS
DSAA	2016	IEEE DSAA: Third International Conference on Data Science and Advanced Analytics	MONTREAL
DSAA	2017	The 4th IEEE International Conference on Data Science and Advanced Analytics 2017	TOKYO
DSBD	2015	The 2nd International Workshop on Data Stream Classification and Big Data Analytics	WROCLAW
DSBDA	2016	The Fourth ICDM Workshop on Data Science and Big Data Analytics	BARCELONA
DSMM	2014	Workshop on Data Science for Macro-Modeling	SNOWBIRD
DSS	2016	2nd International Workshop on Data-driven Self-regulating Systems	AUGSBURG
DSTUI	2016	1st International Workshop on Dealing with Spatial and Temporal Uncertainty and Imprecision	GDANSK
DTMBio	2015	Data and Text Mining in Bioinformatics	MELBOURNE
DyNetMM	2013	First SIGMOD/PODS Workshop on Dynamic Networks Management and Mining	NEW YORK
EACL SRW	2017	EACL 2017 Student Research Workshop	VALENCIA
EANN	2016	17th International Conference on Engineering Applications of Neural Networks	ABERDEEN
EAST - FLAIRS	2017	lEArning from heterogeneouS data analyTics - FLAIRS	MARCO ISLAND
ECAI	2016	European Conference on Artificial Intelligence	THE HAGUE
ECAI AIL	2012	Workshop on Active and Incremental Learning	MONTPELLIER
ECC	2015	2nd Euro-China Conference on Intelligent Data Analysis and Applications	OSTRAVA
ECCV	2016	European Conference on Computer Vision	AMSTERDAM
ECDM	2012	Sixth International Workshop On Evolution And Change In Data Management	FLORENCE
ECML/PKDD	2015	ECML'2015 Workshop on Advanced Analytics and Learning on Temporal Data	PORTO
ECML-AALTD	2015	Advanced Analytics and Learning on Temporal Data	PORTO
ECML MLLS	2015	2nd Workshop on Machine Learning in Life Sciences	PORTO
ECML-PKDD	2015	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases	PORTO
ECML-PKDD	2016	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery	RIVA DEL GARDA
ECML-PKDD	2017	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery	SKOPJE
ECSA	2016	3rd International Electronic Conference on Sensors and Applications - Smart Systems and Structures	ONLINE
ECSA-SSS	2015	2nd International Electronic Conference on Sensors and Applications - Smart Systems and Structures	ONLINE
ECTA	2015	7th International Conference on Evolutionary Computation Theory and Applications	LISBON
EDA	2011	7th French-speaking workshop on Data Warehousing and On-line Analysis	CLERMONT
EDB	2011	The Third International Conference on Emerging Databases - Technologies, Applications and Theory	INCHEON
EDB	2012	The fourth International Conference on Emerging Databases - Technologies, Applications, and Theory	SEOUL
EDBT/ICDT Tutorials	2014	EDBT/ICDT 2014 Call for Tutorials	ATHENS
EDBT/ICDT Workshops	2014	EDBT/ICDT 2014 Call for Workshop Proposals	ATHENS
EDBT	2013	International Conference on Extending Database Technology	GENOA
EDBT	2014	International Conference on Extending Database Technology	ATHENS
EDM	2015	Educational Data Mining	MADRID
EDM	2016	International Conference on Educational Data Mining June 29, 2016 - July 2, 2016	RALEIGH
EdRecSys	2016	International Workshop on Educational Recommender Systems	OMAHA
EEML	2016	Third International Workshop on Experimental Economics and Machine Learning	MOSCOW
EESMS	2016	2016 IEEE Workshop on Environmental, Energy, and Structural Monitoring Systems	BARI
EGPAI	2016	1st International Workshop on Evaluating General-Purpose AI	THE HAGUE
EHRW	2015	Electronic Health Record: implementation, data mining, security and user acceptance	WASHINGTON DC
EI--AIACT	2017	2017 International Conference on Artificial Intelligence, Automation and Control Technologies--Ei & SCOPUS	WUHAN
EIDWT	2011	The 2nd International Conference on Emerging Intelligent Data and Web Technologies	TIRANA
EI-KDD	2016	KDD 2016 Workshop on Enterprise Intelligence	SAN FRANCISCO
Electronic Imaging	2017	IS&T International Symposium on Electronic Imaging 2017	BURLINGAME
E-LKR	2011	1st International Workshop on Exploiting Large Knowledge Repositories	TOULOUSE
EMACOM	2015	European-Middle Asian Conference on Computer Modelling	ISSYK KUL
EnDM@EDBT	2013	Workshop on Energy Data Management	GENOA
EnDM	2013	Workshop on Energy Data Management at EDBT	GENOA
EnDM	2014	3rd International Workshop on Energy Data Management	ATHENS
EnGeoData	2016	Environmental and Geo-spatial Data Analytics - Special Session, DSAA	MONTREAL
ENIC	2016	The Third European Network Intelligence Conference	WROCLAW
EnviroInfo	2014	28th International Conference on Informatics for Environmental Protection	OLDENBURG
EPIA	2017	EPIA Conference on Artificial Intelligence -- Journal Track	PORTO
EPIA-TEMA	2015	17th Portuguese Conference on Artificial Intelligence (EPIA 2015): Text Mining and Applications (TEMA’15) Track	COIMBRA
ER	2016	Call for Papers: ER 2016 - The 35th International Conference on Conceptual Modeling	GIFU
ESAIR	2015	8th Workshop on Exploiting Semantic Annotations for Information Retrieval	MELBOURNE
ESANN	2017	25th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning	BRUGES
ESBD	2015	The First International Workshop on Educational and Scholarly Big Data Analytics	HONG KONG
EsPreSSE	2015	Estimation and Prediction in Software & Systems Engineering	FUNCHAL
ESWC	2017	14th Extended Semantic Web Conference	PORTOROZ
EUMAS	2016	14th EUROPEAN CONFERENCE ON MULTI-AGENT SYSTEMS	VALENCIA
EuroGP	2017	20th European Conference on Genetic Programming	AMSTERDAM
EuroVA	2011	EuroVis Workshop on Visual Analytics	BERGEN
EUSIPCO Special Session	2016	Special Session @ EUSIPCO 2016 : Advances on Linear-in-the-Parameters Nonlinear Filters and Their Application to Audio and Speech Processing	BUDAPEST
EUVIP	2016	6th European Workshop on Visual Information Processing	MARSEILLE
EvoMUSART	2016	5th International Conference on Evolutionary and Biologically Inspired Music, Sound, Art and Design	PORTO
EvoMUSART	2017	6th International Conference on Computational Intelligence in Music, Sound, Art and Design	AMSTERDAM
EWRL	2016	The 13th European Workshop on Reinforcement Learning	BARCELONA
EXPLORE	2016	EXPLORE 2016 @ AAMAS 2016: The 3rd Workshop on Exploring Beyond the Worst Case in Computational Social Choice	SINGAPORE
exploreWeb	2011	First International Workshop on Search, Exploration and Navigation of Web Data Sources	PAPHOS
FCST	2016	International Conference on Frontier of Computer Science and Technology	NAGASAKI
FDML	2011	International Symposium on Foundations of Data Mining and Learning	KAOHSIUNG
FDSE	2014	The 1st International Conference on Future Data and Security Engineering 2014	HO CHI MINH
FEAST	2015	ICML Workshop on Features and Structures	LILLE
FETLT	2016	Second Workshop on Future and Emerging Trends in Language Technologies, Machine Learning and Big Data	SEVILLE
FILM	2016	Future of Interactive Learning Machines Workshop @ NIPS 2016	BARCELONA
FLAIRS	2015	FLAIRS-28: Special Track in Data Mining	HOLLYWOOD
FLAIRS	2016	FLAIRS-29: Special Track in Data Mining	KEY LARGO
FLAIRS	2017	FLAIRS-30: Special Track in Data Mining	MARCO ISLAND
FLAIRS-RS	2015	Florida Artificial Intelligence Research Society - RecSys Special Track	HOLLYWOOD
FLAIRS-RS	2016	Florida Artificial Intelligence Research Society - RecSys Special Track	KEY LARGO
FlashDB	2012	The Second International Workshop on Flash-based Database Systems	BUSAN
FMBBS	2016	IEEE BIBM Workshop on Formal Methods for Biological and Biomedical Systems	SHENZHEN
FMML	2016	WCCI2016 Special Session on Fuzzy-based methods for machine learning: data preprocessing, learning models and their applications	VANCOUVER
FOCS	2016	57th Annual IEEE Symposium on Foundations of Computer Science	NEW BRUNSWICK
FoIKS	2014	Eighth International Symposium on Foundations of Information and Knowledge Systems	BORDEAUX
frontiersQS	2016	New Frontiers of Quantified Self 2 Workshop @ UbiComp '16	HEIDELBERG
FUSION	2015	SS Data Mining and Knowledge Discover - Fusion 2015	WASHINGTON DC
Fusion in Biometrics	2015	Special Issue: Information Fusion in Biometrics	JOURNAL
FuturePD	2016	The Future of Personal Data - International Workshop at ACM UMAP '16	HALIFAX
GCAI	2016	GCAI 2016, CfP, 2nd Global Conference on Artificial Intelligence, Berlin, Germany, 29th September - 2nd October 2016	BERLIN
GDAM	2015	International Workshop on Graph Data Analysis and Management	SINGAPORE
GDM	2012	The 3rd International Workshop on Graph Data Management: Techniques and Applications	WASHINGTON DC
GDM	2013	The 4th International Workshop on Graph Data Management: Techniques and Applications	BRISBANE
GDM	2014	The 3rd International Workshop on Graph Data Management: Techniques and Applications	CHICAGO
GECCO	2016	The Genetic and Evolutionary Computation Conference	DENVER
GECCOsws	2016	GECCO Student Workshop	DENVER
GeoDBIS	2011	1st International Workshop on Geometric Objects in Databases and Information Systems	VIENNA
GID	2011	First ADBIS workshop on GPUs In Databases	VIENNA
GID	2014	ADBIS workshop on GPUs in Databases	OHRID
GID	2015	ADBIS workshop on GPUs in Databases	POITIERS
GIGA	2015	GENERAL INTELLIGENCE IN GAME-PLAYING AGENTS	BUENOS AIRES
GlobalSIP	2015	IEEE Global Conference on Signal and Information Processing	ORLANDO
GlobalSIP	2016	2016 IEEE Symposium on Machine Learning for Characterization of Cognitive Communications and Radar	WASHINGTON DC
Globe	2011	4th International Conference on Data Management in Grid and P2P Systems	TOULOUSE
GOODTECHS	2016	Special Track on Open Challanges in Online Social Networks@GOODTECHS 2016	VENICE
GRADES	2013	Graph Data-management Experiences and Systems	NEW YORK
GRADES	2014	GRAph Data-management Experiences and Systems	SNOWBIRD
GraphQ	2013	The Second International Workshop on Querying Graph Structured Data	GENOA
GraphQ	2014	The Third International Workshop on Querying Graph Structured Data	ATHENS
Graph-TA	2014	Workshop on Graph-based Technologies and Applications	BARCELONA
GreenCom	2016	The 12th IEEE International Conference on Green Computing and Communications	CHENGDU
GTM	2015	5th Global TechMining Conference	ATLANTA
GvDB	2016	27.GI-Workshop - Grundlagen von Datenbanken	NÖRTEN
HADM	2015	ICDM International Workshop on Hardware Accelerated Data Mining	ATLANTA
HAIS	2015	International Conference on Hybrid Artificial Intelligence Systems (HAIS) 2015 - Final CFP	BILBAO
HAIS	2016	The 11th International Conference on Hybrid Artificial Intelligence Systems	SEVILLA
HardBD	2014	The Second International Workshop on Big Data Management on Emerging Hardware	MACAU
HCOMP	2016	Conference on Human Computation and Crowdsourcing	AUSTIN
HDMM	2016	1st International Workshop on Health Data Management and Mining (HDMM) 2016	HELSINKI
HDMS	2011	10th Hellenic Data Management Symposium	ATHENS
HDMS	2012	2012 The Hellenic Data Management Symposium	CHANIA
HealthDENSE	2015	IEEE CAMAD 2015 : Special Session on Healthcare Data Mining in Sensor Networks (HealthDENSE)	UNIVERSITY OF SURREY
HINA	2016	4th IJCAI Workshop on Heterogeneous Information Network Analysis (HINA)	NEW YORK
HIS	2012	The 1st International Conference on Health Information Science	BEIJING
HLT-IA	2016	Workshop on Human Language Technology and Intelligent Applications (IJCAI 2016 Workshop)	NEW YORK
HPCAC	2016	5th Annual Spain Conference 2016	LEON SPAIN
HPCDB	2011	1st Workshop on High Performance Computing Meets Databases	SEATTLE
HSI	2017	The 10th International Conference on Human System Interaction	ULSAN
HSP@HCIST	2016	Healthy and Secure People	PORTO
HTC	2016	Humanitarian Technology Conference 2016	AGRA
IAC3T	2016	International Conference on Computing, Control and Communication Technology	ALLAHABAD
IASIM	2012	Special Session on Intelligent Agents & Simulation	ROME
IBERAMIA	2016	15th Ibero-American Conference on Artificial Intelligence	SAN JOSE
ICA	2016	International Conference on Agents	MATSUE
ICAAI	2017	International Conference on Advances in Artificial Intelligence -EI Compendex, Scopus, and ISI CPCS	BANGKOK
ICAART	2017	9th International Conference on Agents and Artificial Intelligence	PORTO
icaase	2016	The 2nd International Conference on Advanced Aspects of Software Engineering (ICAASE’16)	CONSTANTINE
ICACI	2016	8th International Conference on Advanced Computational Intelligence	CHIANG MAI
ICACNI	2016	4th International Conference on Advanced Computing, Networking, and Informatics, Springer	ROURKELA
ICACSIS	2015	7th International Conference of Advanced Computer Science and Information Systems	DEPOK
ICACSIS	2016	ICACSIS 2016 : 8th International Conference of Advanced Computer Science and Information Systems	MALANG
ICACTE	2016	2016 9th International Conference on Advanced Computer Theory and Engineering (ICACTE 2016)	HONG KONG
ICAD	2016	The 22nd International Conference on Auditory Display	CANBERRA
ICAIL	2017	16th International Conference on Artificial Intelligence and Law	LONDON
ICAIR	2016	ACM-2016 International Conference on Artificial Intelligence and Robotics ( ICAIR 2016)--EI &Scopus	KITAKYUSHU
ICAISC	2017	International Conference on Artificial Intelligence and Soft Computing	ZAKOPANE
ICAIT	2017	International Conference on Advances in Information Technology	KATMANDU
ICAITA	2016	Fifth International Conference on Advanced Information Technologies and Applications	DUBAI
ICAME	2016	SCOPUS & Ei--2016 the 5th International Conference on Advances in Mechanics Engineering (ICAME 2016)	SINGAPORE
ICAME--Ei	2016	2016 the 5th International Conference on Advances in Mechanics Engineering (ICAME 2016)---SCOPUS & Ei	SINGAPORE
ICARSC	2016	IEEE International Conference on Autonomous Robot Systems and Competitions	BRAGANÇA
ICASC	2017	International Conference on Advances in Soft Computing	KANYAKUMARI
ICAST	2015	IEEE 7th International Conference on Awareness Science and Technology	QINHUANGDAO
ICBBS	2016	2016 5th International Conference on Bioinformatics and Biomedical Science (ICBBS 2016)	BALI
ICBBT	2016	ICBBT 2016 8th International Conference on Bioinformatics and Biomedical Technology	BARCELONA
ICBCB	2017	5th International Conference on Bioinformatics and Computational Biology -ACM	HONG KONG
ICBCB - ACM	2017	2017 5th International Conference on Bioinformatics and Computational Biology (ICBCB 2017)-Ei, ISI and Scopus	HONG KONG
ICBCT	2017	2017 International Conference on Bioinformatics and Computing Technologies (ICBCT 2017)	HONG KONG
ICBDA	2017	The 2017 IEEE International Conference on Big Data Analysis (ICBDA 2017) - Ei Compendex	BEIJING
ICBNA	2016	The 3rd International Conference on Bayesian Networks and Applications	TUNISIA
ICBO	2015	International Conference on Business Operations 2015 - Call for Papers	PRAGUE
ICCAE	2017	2017 9th International Conference on Computer and Automation Engineering (ICCAE 2017)-Ei Compendex and Scopus	SYDNEY
ICCAR	2017	2017 3rd IEEE International Conference on Control, Automation and Robotics (ICCAR 2017) - IEEE Xplore and Ei Compendex	NAGOYA
ICCAR-IEEE	2016	Ei Compendex--IEEE 2016 The 2nd International Conference on Control, Automation and Robotics (ICCAR 2016)	HONG KONG
ICCASA	2016	5th International Conference on Context-Aware Systems and Applications	THU DAU MOT CITY
ICCBB	2016	Scopus--2016 International Conference on Computational Biology and Biological Engineering-ICCBB 2016	LANGKAWI
ICCBR	2016	International Conference on Case Base Reasoning	ATLANTA
ICCCBDA	2016	2016 International Conference on Cloud Computing and Big Data Analysis (ICCCBDA 2016)-EI,IEEE	CHENGDU
ICCCBDA	2017	2nd IEEE International Conference on Cloud Computing and Big Data Analysis -Ei Compendex	CHENGDU
ICCDA	2017	2017 International Conference on Compute and Data Analysis (ICCDA 2017)—SCOPUS & Ei Compendex	LAKELAND
ICCDA-Ei	2017	2017 International Conference on Compute and Data Analysis (ICCDA 2017)—SCOPUS & Ei Compendex	LAKELAND
ICCDM	2017	2nd International Conference on Computer and Digital Manufacturing	SINGAPORE
ICCES	2016	International Conference of Computing for Engineering and Sciences	BARCELONA
ICCIA-Ei	2016	EI compendex--2016 International Conference on Computational Intelligence and Applications (ICCIA 2016)	JEJU ISLAND
ICCIDM	2014	International Conference on Computational Intelligence in Data Mining, Springer	ODISHA
ICCIP - EI, ACM	2016	2016 the 2nd International Conference on Communication and Information Processing(ICCIP 2016)--EI, SCOPUS	SINGAPORE
ICCMA-EI	2016	4th International conference on Control, Mechatronics and Automation	BARCELONA
ICCP	2015	IEEE 11th - International Conference on Intelligent Computer Communication and Processing	CLUJ
ICCRD	2017	The 9th International Conference on Computer Research and Development (ICCRD 2017)-SCOPUS	HO CHI MINH
ICCRE	2016	2016 International Conference on Control and Robotics Engineering (ICCRE 2016)--IEEE, Ei	SINGAPORE
ICCRE	2017	2017 IEEE 2nd International Conference on Control and Robotics Engineering (ICCRE 2017)-IEEE Xplore,EI	BANGKOK
ICCS	2016	ICCS 2016 : 18th International Conference on Cognitive Systems	ISTANBUL
ICCSA	2016	International Conference on Computer Science's Complex Systems and their Applications	OUM EL BOUAGHI
ICCSE	2016	The 2016 International Conference on Crowd Science and Engineering	THE UNIVERSITY OF BRITISH COLUMBIA
ICCSN-Ei(IEEE)	2016	(IEEE)EI Compendex; SCOPUS--2016 8th International Conference on Communication Software and Networks (Ei 2016)	BEIJING
ICCSP	2017	International Conference on Cryptography, Security and Privacy - Ei Compendex and Scopus	WUHAN
ICCSSE	2017	2017 3rd International Conference on Control Science and Systems Engineering (ICCSSE 2017)--IEEE, Ei Compendex	BEIJING
ICCTD	2017	8th International Conference on Computer Technologies and Development-EI, Scopus, and ISI CPCS	PARIS
ICDCST	2015	First International Conference on Data and Communication for Science, Technology and Society	COLOMBO
ICDDM	2016	EI Compendex--2016 5th International Workshops on Database and Data Mining (ICDDM 2016)	CHENGDU
ICDE	2013	29TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING	BRISBANE
ICDE	2014	IEEE International Conference on Data Engineering	CHICAGO
ICDE	2016	International Conference on Data Engineering	HELSINKI
ICDE	2017	IEEE INTERNATIONAL CONFERENCE ON DATA ENGINEERING 2017	SAN DIEGO
ICDES	2017	2017 Second International Conference on Design Engineering and Science (ICDES 2017)--EI&Scopus	KORTRIJK
ICDIM	2013	Eighth International Conference on Digital Information Management	ISLAMABAD
ICDIM	2015	Tenth International Conference on Digital Information Management	JEJU ISLAND
ICDIM	2016	Eleventh International Conference on Digital Information Management	PORTO
ICDIP	2016	ICDIP 2016 The 8th International Conference on Digital Image Processing--SPIE, EI&Scopus	CHENGDU
ICDLE	2016	2016 7th International Conference on Distance Learning and Education (ICDLE 2016)	HERTFORDSHIRE
ICDM	2014	IEEE International Conference on Data Mining	SHENZHEN
ICDM	2016	The IEEE International Conference on Data Mining	BARCELONA
ICDMM	2016	ICDMM 2016 International Conference on Design, Materials and Manufacturing--SCOPUS & Ei	KUALA LUMPUR
ICDM PhD Forum	2015	IEEE International Conference on Data Mining PhD Forum	ATLANTA
ICDPR	2017	2017 International Conference on Data Processing and Robotics (ICDPR 2017)—Ei&Scopus	KUALA LUMPUR
ICDSC	2016	1st IEEE International Conference on Data Science in Cyberspace	CHANGSHA
ICDSE	2016	IEEE 2016 International Conference on Data Science and Engineering (ICDSE)	KOCHI
ICDSST	2015	International Conference on Decision Support System Technology	BELGRADE
ICDT/EDBT	2016	EDBT/ICDT 2016 Joint Conference	BORDEAUX
ICDT	2012	15th International Conference on Database Theory	BERLIN
ICDT	2013	16th International Conference on Database Theory	GENOA
ICE-B	2012	International Conference on e-Business	ROME
ICECIT	2013	International Conference on Emerging Computation & Information Technologies	TUMKUR
ICEDA	2016	2016 International Conference on Engineering Design and Analysis (ICEDA 2016)--scopus	LANGKAWI
ICEEE-Ei	2016	SCOPUS, Ei Compendex--2016 3rd International Conference on Electrical and Electronics Engineering (ICEEE 2016)	ISTANBUL
ICEESM	2016	(ICEESM 2016) 2016 International Conference on Energy Engineering and Smart Materials-- EI &Scopus	BANGKOK
ICEET-Ei	2016	2016 4th International Conference on Electronics Engineering and Technology (ICEET 2016) - Ei Compendex, Scopus	BALI
ICEIS	2011	13th International Conference on Enterprise Information Systems	BEIJING
ICEMT	2016	2016 7th International Conference on Education and Management Technology (ICEMT 2016	SHANGHAI
ICFET	2016	The 2nd International Conference on Frontiers of Educational Technologies (ICFET 2016)	SINGAPORE
ICGI	2016	The 13th International Conference on Grammatical Inference	DELFT
ICIA	2013	The Second International Conference on Informatics and Applications	LODZ
ICIAE	2016	2016 International Conference on Intelligent Automotive Engineering (ICIAE 2016)--IEEE Xplore & Ei Compendex	SINGAPORE
ICIAI	2017	International Conference on Innovation in Artificial Intelligence -Scopus, Ei Compendex	SINGAPORE
ICICDS	2016	International Conference on Intelligent Computing and Decision Systems	HAMMAMET
iCICS	2013	The 4th International Conference on Information and Communication Systems	IRBID
iCICS	2014	The 5th IEEE International Conference on Information and Communication Systems	IRBID
ICICS	2015	The 6th IEEE International Conference on Information and Communication Systems	AMMAN
ICICSE	2015	3rd International Conference on Innovations in Computer Science & Engineering	GURU NANAK INSTITUTIONS
ICICT	2017	International Conference on Information and Computer Technologies-Ei,Scopus	KANYAKUMARI
ICIEA-Ei	2016	EI &Scopus-The 3rd International Conference on Industrial Engineering and Applications (ICIEA 2016)	HONG KONG
ICIET	2017	5th International Conference on Information and Education Technology -ACM	TOKYO
ICIIL	2016	ICIIL 2016 2nd International Conference on Innovation and Industrial Logistics--EI Compendex	LUCERNE
ICIIP	2016	EI Compendex, Scoupus -- 2016 the 5th International Conference on Intelligent Information Processing (ICIIP 2016)	BEIJING
ICIKM	2016	(ICIKM 2016) The 5th International Conference on Information and Knowledge Management	BEIJING
ICIM-Ei	2016	2016 2nd International Conference on Information Management (ICIM 2016)--IEEE,EI	LONDON
ICIMN--Ei	2016	SCOPUS & Ei--2016 International Conference on Intelligent Materials and Nanomaterials (ICIMN 2016)	MEXICO CITY
ICIMT	2016	2016 8th International Conference on Information and Multimedia Technology (ICIMT 2016)	KUALA LUMPUR
ICINCO	2017	International Conference on Informatics in Control, Automation and Robotics	MADRIN
IC-ININFO	2016	International Conference on Integrated Information	ATHENS
ICINS-ACM	2016	2016 4th International Conference on Information and Network Security (ICINS 2016)--Ei Compendex	KUALA LUMPUR
ICIS-	2016	IEEE International Conference in Information Science,Kochi	KOCHI
ICISDM	2017	2017 International Conference on Information System and Data Mining (ICISDM 2017)-SCOPUS, Ei Compendex	SOUTH CAROLINA
ICIST	2016	6th International Conference on Information Systems and Technologies	BARCELONA
ICIST	2017	7th International Conference on Information Systems and Technologies	DUBAI
ICITDA	2016	The International Conference on Information Technology and Digital Applications (Indexing: Scopus, Inspec, EI Compendex)	YOGYAKARTA
ICITE	2016	2016 International Conference on Intelligent Transportation Engineering (ICITE 2016)--IEEE Xplore, Ei Compendex	SINGAPORE
ICITM - IEEE	2017	6th International Conference on Industrial Technology and Managemen - IEEE, Ei	CLARE COLLEGE
ICIVC	2016	2016 5th IEEE International Conference on Image, Vision and Computing (ICIVC 2016)--Ei Compendex	PORTSMOUTH
ICIVC	2017	2nd International Conference on Image, Vision and Computing	CHENGDU
ICIVC- SPIE	2017	2nd International Conference on Image, Vision and Computing (ICIVC 2017)-Ei Compendex and Scopus	CHENGDU
ICKD	2016	Ei Compendex--2016 5th International Workshop on Knowledge Discovery (ICKD 2016)	CHENGDU
ICKE	2017	2017 3rd International Conference on Knowledge Engineering (ICKE 2017)	TOKYO
ICKET	2016	2016 the 5th International Conference on Knowledge and Education Technology (ICKET 2016)	HERTFORDSHIRE
ICKSE	2017	3rd International Conference on Knowledge and Software Engineering-Ei Compendex, Scopus & ISI CPCS	PARIS
ICLR	2016	ICLR 2016 : International Conference on Learning Representations 2016	SAN JUAN
ICLR	2017	5th International Conference on Learning Representations	PALAIS DES CONGRÈS NEPTUNE
ICMAA	2017	2017 International Conference on Mechanical, Aeronautical and Automotive Engineering (ICMAA 2017)	MALACCA
ICMAA -MATEC	2017	International Conference on Mechanical, Aeronautical and Automotive Engineering-EI,Scopus	MALACCA
ICMACE	2016	*Scopous* & *Ei Compendex* 2016 International Conference on Mechanical Automation and Control Engineering--ICMACE 2016	PUCKET
ICMAE	2017	2017 The 8th International Conference on Mechanical and Aerospace Engineering (ICMAE 2017)—IEEE and Ei Compendex	PRAGUE
ICMAE-EI	2016	EI--2016 The 7th International Conference on Mechanical and Aerospace Engineering (ICMAE 2016)	LONDON
ICMAS	2016	2016 The 2nd International Conference on Mechatronics and Automation Science (ICMAS 2016) ---EI &Scopus	ISTANBUL
ICMDA	2016	2016 International Conference on Mechatronics, Design and Auotmation Engineering (ICMDA 2016)	MOSCOW
ICMEA	2016	Ei Compendex & Scopus - 2016 International Conference on Mechatronics Engineering and Automation (ICMEA2016)	DUBAI
ICMEAE	2016	2016 3rd International Conference on Mechatronics, Electronics and Automation Engineering (ICMEAE 2016)--Ei Compendex & Scopus	SINGAPORE
ICMEAE	2017	2016 4th International Conference on Mechatronics, Electronics and Automation Engineering (ICMEAE 2017) -Ei&Scopus	BANGKOK
ICMEAE-Ei	2016	Ei Compendex & Scopus--2016 3rd International Conference on Mechatronics, Electronics and Automation Engineering (ICMEAE 2016)	SINGAPORE
ICMEP	2016	Ei Compendex, Scopus--2016 The 5th International Conference on Manufacturing Engineering and Process (ICMEP 2016)	ISTANBUL
ICMERR	2016	International Conference on Mechanical Engineering and Robotics Research - EI Compendex, Scopus, and ISI CPCS	SINGAPORE
ICMET	2016	ICMET 2016 8th International Conference on Mechanical and Electrical Technology (Ei Compendex & Scopus)	SUN MOON LAKE
ICMIE	2016	ICMIE 2016 International Conference on Measurement Instrumentation and Electronics (Ei Compendex & Scopus)	MUNICH
ICMIP	2017	Second International Conference on Multimedia and Image Processing - IEEE, Ei Compendex	WUHAN
ICMIP-Ei	2016	EI Compendex--ICMIP 2016 the first International Conference on Multimedia and Image Processing	BANDAR SERI BEGAWAN
ICMIT	2016	2016 The 3rd International Conference on Manufacturing and Industrial Technologies (ICMIT 2016) 『EI &Scopus.』	ISTANBUL
ICML	2016	33rd International Conference on Machine Learning (ICML-2016)	NEW YORK
ICML	2017	34th International Conference on Machine Learning	SYDNEY
ICMLA	2015	International Conference on Machine Learning and Applications	MIAMI
ICMLA	2016	IEEE International Conference on Machine Learning and Applications (IEEE ICMLA'16)	LOS ANGELES
ICMLC	2015	2015 International Conference on Machine Learning and Cybernetnics	GUANGZHOU
ICMLC	2017	2017 9th International Conference on Machine Learning and Computing (ICMLC 2017)-ACM, Ei	SINGAPORE
ICMLC - ACM	2017	9th International Conference on Machine Learning and Computing	SINGAPORE
ICMLSC	2017	International Conference on Machine Learning and Soft Computing - ACM	HO CHI MINH
ICMLSC - ACM	2017	2017 International Conference on Machine Learning and Soft Computing (ICMLSC 2017)--Ei, ISI and Scopus	HO CHI MINH
ICMME	2016	EI & Scopus--2016 3rd International Conference on Mechatronics and Mechanical Engineering (ICMME 2016)	SHANGHAI
ICMMI	2015	International Conference on Man-Machine Interactions	THE BESKIDS
