NIPS ML4HC	2016	Machine Learning for Health @ NIPS 2016	BARCELONA
NIPS Modern ML+NLP	2014	Workshop on Modern Machine Learning & Natural Language Processing	MONTREAL
NISTBigData	2012	NIST Big Data Workshop	GAITHERSBURG
NMRPC	2015	Nonstationary Models of Pattern Recognition and Classifier Combinations	REYKJAVÍK
NN	2016	The First International Conference on Neural Networks and Applications	TEHRAN
NN in Games	2016	Workshop on Neural Networks in Games at the Computers and Games Conference 2016 Leiden	LEIDEN
NoCoDA	2013	2nd Intl Workshop on Non-Conventional Data-Access	SAN FRANCISCO
NoSQL-Net	2014	1st International Workshop on NoSQL Databases and Linked Data Applications	MUNICH
NSAIS	2016	North-European Society for Adaptive and Intelligent Systems Workshop	LAPPEENRANTA
NTIRE	2016	ACCV 2016 - Workshop on New Trends in Image Restoration and Enhancement	TAIPEI
NTMS	2014	Sixth IFIP International Conference on New Technologies, Mobility and Security	DUBAI
ODBASE	2013	The 12th International Conference on Ontologies, DataBases, and Applications of Semantics	GRAZ
ODBASE	2014	The conference on Ontologies, DataBases, and Applications of Semantics for Large Scale Information Systems	AMANTEA
ODD	2016	KDD 2016 Workshop on Outlier Definition, Detection, and Description on Demand	SAN FRANCISCO
ODDx3	2015	KDD 2015 Workshop on Outlier Definition, Detection, and Description	SYDNEY
OrdRing	2011	First International Workshop on Ordering and Reasoning	BONN
Oriental COCOSDA	2011	International Conference on Speech Database and Assessments	HSINCHU CITY
Oriental COCOSDA	2012	International Conference on Speech Database and Assessments	MACAU
PAAMS	2016	14th International Conference on Practical Applications of Agents and Multiagent Systems	SEVILLE
PAIS	2016	The 2nd International Conference on Pattern Analysis and Intelligent Systems	KHENCHELA
PAIS	2013	6th International Workshop on Privacy and Anonymity in the Information Society	GENOA
PAKDD (Tutorial)	2014	PAKDD 2014: CALL FOR TUTORIAL PROPOSALS	TAINAN
PAKDD	2015	Pacific-Asia Conference on Knowledge Discovery and Data Mining	HO CHI MINH
PAKDD	2016	The 20th Pacific-Asia Conference on Knowledge Discovery and Data Mining	AUCKLAND
PAKDD	2017	The 21st Pacific-Asia Conference on Knowledge Discovery and Data Mining	JEJU ISLAND
PAML	2016	Privacy Aware Machine Learning for Health Data Science	SALZBURG
PAML	2017	Privacy Aware Machine Learning	REGGIO DI CALABRIA
PAPIs.io	2015	The International Conference on Predictive APIs and Apps	SYDNEY
PAPIs	2016	CFP: 3rd International Conference on Predictive APIs and Apps (PAPIs)	BOSTON
ParLearning	2016	The 5th International Workshop on Parallel and Distributed Computing for Large Scale Machine Learning and Big Data Analytics	CHICAGO
PBDA	2014	Performance of Business Database Applications	WARSAW
PBVS	2016	12th IEEE Workshop on Perception Beyond the Visible Spectrum - In conjunction with CVPR 2016	LAS VEGAS
PCSC	2016	Philippine Computing Science Congress	PALAWAN
PDAC	2012	3rd International Workshop on Petascale Data Analytics: Challenges and Opportunities	SALT LAKE CITY
PDCKDD	2015	Workshop on Parallel and Distributed Computing for Knowledge Discovery in Data Bases	PORTO
PEOCO	2016	2016 10th International Power Engineering and Optimization Conference (PEOCO2016)	SHAH ALAM
PersDB	2012	Sixth International Workshop on Personalized Access, Profile Management, and Context Awareness in Databases	ISTANBUL
PersDB	2013	The 7th International Workshop on Personalized Access, Profile Management, and Context Awareness in Databases	RIVA DEL GARDA
PIC	2016	The 2016 International Conference on Progress in Informatics and Computing	SHANGHAI
PIS@WorldCist	2017	Pervasive Information Systems	PORTO
PKAW	2016	Pacific Rim Knowledge Acquisition Workshop	PHUKET
PlanSIG	2016	The 34th Workshop of the UK PLANNING AND SCHEDULING Special Interest Group	HUDDERSFIELD
PLP	2016	The Third Workshop on Probabilistic Logic Programming	LONDON
PODS	2012	31st ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems	SCOTTSDALE
PODS	2013	32nd ACM SIGMOD-SIGACT-SIGART Symposium on Principles Of Database Systems	NEW YORK
PODS	2014	33rd ACM SIGMOD-SIGACT-SIGART Symposium on Principles Of Database Systems	SNOWBIRD
PPDMA	2016	IEEE IJCNN/WCCI 2016 Special Session on “Privacy-preserving in Data Mining and Applications”	VANCOUVER
PQ	2016	Process Querying 2016	RIO DE JANEIRO
PR4MCA	2016	The 2nd International Workshop on Pattern Recognition for Multimedia Content Analysis	HANOI
PrAISe	2016	Workshop on AI for Privacy and Security	THE HAGUE
PRASA-RobMech	2016	Symposium of the Pattern Recognition Association of South Africa (PRASA) and Conference of Robotics and Mechatronics (RobMech)	STELLENBOSCH
PRICAI	2016	The 14th Pacific Rim International Conference on Artificial Intelligence	PHUKET
PRIMA	2016	Principles and Practice of Multi-Agent Systems	PHUKET
PrivDB	2013	First International Workshop on Privacy-Preserving Data Publication and Analysis	BRISBANE
PRNI	2015	5th International Workshop on Pattern Recognition in NeuroImaging	STANFORD
QDB	2011	9th International Workshop on Quality in Databases	SEATTLE
QDB	2012	10th International Workshop on Quality in DataBases	ISTANBUL
QDB	2013	11th International Workshop on Quality in DataBases	TRENTO
QDB	2016	VLDB Workshop on Quality in Databases	NEW DELHI
QoS-Workshop	2011	The 1st International Workshop on Service Oriented QoS Management from Theory to Practice	BEIJING
RAHA -	2016	Robotics and Automation for Humanitarian Applications	AMRITAPURI
RATIC	2016	Workshop on Reasoning about Time in CBR	ATLANTA
RDSS	2014	Workshop on Reliable Data Services and Systems	SNOWBIRD
RecSys@FLAIRS	2017	Recommender Systems Special Track at the International FLAIRS Conference	MARCO ISLAND
RecSys	2015	ACM International Conference on Recommender Systems	VIENNA
RFIA	2016	Reconnaissance des Formes et l'Intelligence Artificielle	CLERMONT
RSDA	2016	The 3rd IEEE International Workshop on Reliability and Security Data Analysis (co-located with DSN 2016)	TOULOUSE
RSmeetDB	2012	2nd Workshop on Recommender Systems meet Databases	VIENNA
RSmeetDB	2013	3rd Workshop on Recommender Systems meet Databases	PRAGUE
RSmeetDBs	2011	Recommender Systems meet Databases	TOULOUSE
RTIS	2016	First International Conference on Real Time Intelligent Systems (RTIS 2016)	BEIJING
RTStreams	2015	The 1st IEEE International Workshop on Real Time Data Stream Analytics	HELSINKI
RuleLearning@RuleML	2015	Rule learning - a special track of RuleML 2015	BERLIN
RuleML	2016	CFP5 - RuleML and DecisionCamp 2016 Call for Participation	STONY BROOK UNIVERSITY
RuleML Challenge	2016	10th International Rule Challenge 2016	STONY BROOK UNIVERSITY
RWVW	2013	International Workshop on Predicting Real World Behaviors from Virtual World Data	BOSTON
S3PBIGDATA	2016	IEEE Signal Processing Society Summer School on Signal Processing and Machine Learning for Big Data	PITTSBURGH
SAB	2016	The 14th International Conference on the Simulation of Adaptive Behavior: From Animals to Animats	ABERYSTWYTH UNIVERSITY
SABID	2015	Solar Astronomy Big Data - Workshop on Workshop on Management, Search and Mining of Massive Repositories of Solar Astronomy Data	ATLANTA
SABID	2016	Workshop on Solar & Stellar Astronomy BIg Data	WASHINGTON DC
SACCOCO	2017	Cognitive Computing Track @ ACM SAC 2017	MARRAKECH
SAEOpt	2016	Workshop on Surrogate-Assisted Evolutionary Optimisation (SAEOpt)	DENVER
SANER	2016	23rd IEEE International Conference on Software Analysis, Evolution, and Reengineering	OSAKA
SASO	2016	IEEE International Conference on Self-Adaptive and Self-Organizing Systems	AUGSBURG
SBBD	2012	27th Brazilian Symposium on Database	SAO PAULO
SBBD	2014	Brazilian Symposium on Databases - JIDM articles	CURITIBA
SBD	2017	Semantic Big Data	RALEIGH
SCDM	2014	2nd Scalable Cloud Data Management Workshop	WASHINGTON DC
SCDS	2016	2nd International Conference on Soft Computing in Data Science 2016 (SCDS 2016)	KUALA LUMPUR
SCIA	2017	SCIA 2017, the Scandinavian Conference on Image Analysis	TROMSØ
SCIS-ISIS	2016	Joint 8th International Conference on Soft Computing and Intelligent Systems and 17th International Symposium on Advanced Intelligent Systems	SAPPORO
SCSN	2016	Fourth International Workshop on Semantic Computing for Social Networks: from user information to social knowledge	LAGUNA HILLS
SDA	2014	4th International Workshop on Semantic Digital Archives (SDA)	LONDON
SDAAM	2017	IEEE Symposium on Data Analytics for Advanced Manufacturing	WASHINGTON DC
SDM	2011	8th VLDB Workshop on Secure Data Management	SEATTLE
SDM	2012	9th VLDB Workshop on Secure Data Management	ISTANBUL
SDM	2016	THE SIXTEENTH SIAM INTERNATIONAL CONFERENCE ON DATA MINING	MIAMI
SDM	2017	SDM'17: the Seventeenth SIAM International Conference on Data Mining	HOUSTON
SDMA	2016	4rth Symposium on Data Mining Applications (SDMA 2016)	RIYADH
SDM-BSA	2015	Big Data and Stream Analytics Workshop @ SIAM DATA MINING 2015	VANCOUVER
SDMSM	2012	ICDE Workshop on Secure Data Management on Smart Phones and Mobile Devices	WASHINGTON DC
SE4GT'16@ISAmI	2016	Workshop on Smart Environments for Gerontechnology and e-Therapy (SE4GT'16)@ISAmI'16	SEVILLA
SEBD	2011	19th Italian Symposium on Advanced Database Systems	MARATEA
SEBD	2012	20th Italian Symposium on Advanced Database Systems	VENICE
SEBD	2013	21th Italian Symposium on Advanced Database Systems	ROCCELLA JONICA
SEBD	2014	The 22nd Italian Symposium on Advanced Database Systems	SORRENTO
SecMAS	2016	Security and Multi-agent Systems Workshop at AAMAS 2016	SINGAPORE
SeCoP	2016	The 3rd International Workshop on Semantic Computing and Personalization (SeCoP 2016)	DALLAS
SEDE	2015	24th International Conference on Software Engineering and Data Engineering	SAN DIEGO
SeMaT	2016	AMTA 2016 Workshop on Semitic Machine Translation	AUSTIN
SenseML	2015	SenseML 2015 : 2nd International Workshop on Machine Learning for Urban Sensor Data @ ACM SenSys	SEOUL
SEPLN	2016	32nd INTERNATIONAL CONFERENCE OF THE SPANISH SOCIETY FOR NATURAL LANGUAGE PROCESSING (SEPLN 2016)	SALAMANCA
serecsys	2016	ICDM 2016 Workshop on Semantics-Enabled Recommender Systems (SERecSys)	BARCELONA
SET	2016	IEEE IJCNN/WCCI 2016 Special Session on “Smart Educational Techniques in Big Data Age”	VANCOUVER
SFI	2016	SFI Academic IT Festival	CRACOW
SIAI	2015	SOCIAL IMPLICATIONS OF ARTIFICIAL INTELLIGENCE – SEOUL CONFERENCE	SEOUL
SIDEWAYS	2015	International Workshop on Social Media World Sensors	CYPRUS
Sideways -	2016	2nd International Workshop on Social Media World Sensors	PORTOROZ
Sideways	2017	Social Media World Sensors 2017	MADEIRA
SIGMOD	2012	2012 ACM SIGMOD International Conference on Management of Data	SCOTTSDALE
SIGMOD	2013	ACM SIGMOD International Conference on Management of Data	NEW YORK
SIGMOD	2015	International Conference on Management of Data	MELBOURNE
SIGMOD	2016	ACM International Conference on Management of Data	SAN FRANCISCO
SIGMOD	2017	2017 ACM SIGMOD Conference	RALEIGH
SIGNAL	2016	Third International Conference on Signal and Image Processing	DUBAI
SIMBig	2016	3rd Annual International Symposium on Information Management and Big Data	CUZCO
SI-MCS	2013	CFP: Mathematics in Computer Science, Special Issue on Mathematics, Data and Knowledge	MATHEMATICS IN COMPUTER SCIENCE
SIN	2013	The 6th International Conference on Security of Information and Networks (SIN 2013)	AKSARAY
SIPAIM	2015	11th International Seminar on Medical Information Processing and Analysis	CUENCA
SiPML	2016	2016 Workshop on Signal Processing and Machine Learning (SiPML)	SOONCHUNHYANG
SISAP (LNCS and IS Journal)	2014	7th International Conference on Similarity Search and Applications	LOS CABOS
SISAP	2012	5th International Conference on Similarity Search and Applications	TORONTO
SISAP	2015	8th International Conference on Similarity Search and Applications	GLASGOW
SISAP	2016	9th International Conference on Similarity Search and Applications	TOKYO
SITIS	2013	Special Session on CLOUD and VIRTUALIZED ENVIRONMENT Meet BIG DATA	KYOTO
SKG	2016	The 12th International Conference on Semantics, Knowledge and Grids on Big Data	BEIJING
SLIE	2017	Semantic, Logics, Information Extraction and AI	MARCO ISLAND
SLPCS	2016	Workshop on Semantic Spaces at the Intersection of NLP, Physics and Cognitive Science	GLASGOW
SMART	2016	SMART 2016 – Scientific Methods in Academic Research and Teaching	TIMISOARA
SmartData	2016	The 2016 IEEE International Symposium on Smart Data	CHENGDU
Smart X	2016	The 2016 International Conference on Smart X	DALIAN
SMC-BMI	2016	6th Workshop on Brain-Machine Interfaces Systems @ SMC 2016	BUDAPEST
SMDB	2012	Seventh International Workshop on Self-Managing Database Systems	WASHINGTON DC
SMDB	2013	8th International Workshop on Self-Managing Database Systems	BRISBANE
SMDB	2014	9th International Workshop on Self-Managing Database Systems	CHICAGO
SML	2016	3rd International Workshop on Semantic Machine Learning	NEW YORK
SMLIR	2016	2nd Workshop on Tools and Technologies in Statistics, Machine Learning and Information Retrieval	THESSALONIKI
SNAA	2015	The 5th Workshop on Social Network Analysis in Applications	PARIS
SNAA	2016	The 6th Workshop on Social Network Analysis in Applications	UC DAVIS
SNMAM	2016	Track on Social Network and Media Analysis and Mining	CUSCO
SNOW	2016	Third Workshop on Social News on the Web	MONTREAL
SNPD	2015	16th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing	TAKAMATSU
SNSS	2016	Social Network and Surveillance for Society, Springer	N.A.
SOCC	2012	ACM Symposium on Cloud Computing	SAN JOSE
SoCC	2013	ACM Symposium on Cloud Computing	SAN JOSE
SoCC	2016	ACM Symposium on Cloud Computing (SoCC) 2016	SANTA CLARA
Sociable Smart City	2015	2nd International Workshop on Sociable Smart City	PRAGUE
SocialCom	2015	The 8th IEEE International Conference on Social Computing and Networking	CHENGDU
SocialNLP@IJCAI	2016	The 4th International Workshop on Natural Language Processing for Social Media 2016	NEW YORK
SocialSens	2015	Last CFP: First International Workshop on Social Sensing (SocialSens 2015)	DALLAS
SocInf	2016	2nd International Workshop on Social Influence Analysis	NEW YORK
SoCPaR	2016	8th International Conference on Soft Computing & Pattern Recognition	VIT UNIVERSITY
SoDA	2015	Special Session on Data Mining & Its Application 2015 (in Conjuction with IES 2015)	BANGKOK
SoDAC	2012	INNS Symposium on Data Analytics and Competitions	BANGKOK
SoDM	2016	Special Session on Data Mining (in conjunction with CIIS 2016)	INSTITUT TEKNOLOGI BRUNEI
SoEA4EE	2013	The Fifth Workshop on Service oriented Enterprise Architecture for Enterprise Engineering	VANCOUVER
SoMeRis	2016	2nd International ICDM Workshop on Data Science for Social Media and Risk (SoMeRis 2016)	BARCELONA
SOMOCO	2012	International Workshop on SOcial and MObile COmputing for collaborative environments	ROME
SOTM-EU	2011	1st State of the Map - Europe Conference	VIENNA
SPCIES	2016	SPCIES 2016 International Conference on Security and Performances In Complex Infrastructures and Emerging Systems	WARSAW
SPECOM	2016	18th International Conference on Speech and Computer	BUDAPEST
SPIE-ICGIP	2016	SPIE--The 2016 8th International Conference on Graphic and Image Processing (ICGIP 2016)--Ei & Scopus	TOKYO
SPLINE	2016	International Workshop on Sensing Processing and Learning for Intelligent Machines	AALBORG
SPTM	2016	Fourth International Conference of Security, Privacy and Trust Management	CHENNAI
SRS	2015	6th International Workshop on Social Recommender Systems (SRS 2015) - KDD'15	SYDNEY
SSCI	2016	2016 IEEE Symposium on Computational Intelligence in Dynamic and Uncertain Environments	ATHENS
SSDBM	2011	23rd International Conference on Scientific and Statistical Database Management	PORTLAND
SSDBM	2012	24th International Conference on Scientific and Statistical Database Management	CHANIA
SSDM	2016	The 2nd ECML/PKDD Workshop on Statistically Sound Data Mining	RIVA DEL GARDA
SSDM	2017	The 2nd ECML/PKDD 2016 workshop on Statistically Sound Data Mining	RIVA DEL GARDA
SSML	2015	AERFAI/INIT Summer School on Machine Learning	BENICASSIM
SSTD	2011	International Symposium on Spatial and Temporal Databases	MINNEAPOLIS
SSTD	2013	13th International Symposium on Spatial and Temporal Databases	MUNICH
SSTD	2015	14th International Symposium on Spatial and Temporal Databases	SEOUL
STAIRS	2016	European Starting AI Researcher Symposium	THE HAGUE
STAMLINS	2015	ICML Workshop on Statistics, Machine Learning and Neuroscience	LILLE
STIR	2012	ICDE 2012 Workshop on Spatio Temporal data Integration and Retrieval	WASHINGTON DC
StoryCase	2012	ICCBR-12 Workshop on Stories, Episodes, and Cases (StoryCase)	LYON
STSIVA	2016	21st Symposium on Signal Processing, Images and Artificial Vision	BUCARAMANGA
SUM	2011	Fifth International Conference on Scalable Uncertainty Management	DAYTON
SUM	2012	Sixth International Conference on Scalable Uncertainty Management	MARBURG
SUM	2015	Ninth International Conference on Scalable Uncertainty Management	QUEBEC
SUM	2016	Scalable Uncertainty Management	NICE
Summer school	2016	Sixth Summer School in Cognitive Science: Reasoning	UQAM
Summer School FCM	2016	First Summer School on Fuzzy Cognitive Maps	VOLOS
SustainCom	2015	The 5th IEEE International Conference on Sustainable Computing and Communications	CHENGDU
SWEET	2013	2nd International Workshop on Scalable Workflow Enactment Engines and Technologies	NEW YORK
SWEET	2014	3rd International Workshop on Scalable Workflow Enactment Engines and Technologies	SNOWBIRD
SWM	2017	1st Workshop on Scholarly Web Mining	CAMBRIDGE
SYNASC	2016	CFP 18th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing September 24-27, 2016, Timisoara, Romania	TIMISOARA
SYRCoDIS	2011	The Seventh Spring Researchers Colloquium on Databases and Information Systems	MOSCOW
SYRCoDIS	2012	The Eighth Spring Researchers Colloquium on Databases and Information Systems	MOSCOW
SYRCoDIS	2013	The Ninth Spring Researchers Colloquium on Databases and Information Systems 2013	KAZAN
SYRCoDIS	2014	The 10th Spring Researchers Colloquium on Databases and Information Systems	VELIKY NOVGOROD
SysInt	2016	3rd International Conference on System-Integrated Intelligence: New Challenges for Product and Production Engineering	PADERBORN
TAAI	2015	The 2015 Conference on Technologies and Applications of Artificial Intelligence	TAYIH LANDIS HOTEL
TaPP	2011	3rd USENIX Workshop on the Theory and Practice of Provenance	HERAKLION
TASK-CV	2015	2nd Workshop on Transferring and Adapting Source Knowledge in Computer Vision	SANTIAGO
TC4SP	2011	Second International Workshop on Traceability and Compliance of Semi-Structured Processes	CLERMONT
TENCON-SS-CITA	2016	Special Session on Computational Intelligence Techniques and Applications at TENCON 2016	SINGAPORE
TFML	2015	Conference on Theoretical Foundations of Machine Learning 2015	BĘDLEWO
TFML	2017	Conference on Theoretical Foundations of Machine Learning 2017	CRACOW
TGC@ICONIP	2016	Special session on Topological & Graph-based Clustering,	KYOTO
TIDM	2013	The First International Workshop on TeraScale In-Core Data Mining	DALLAS
TIME	2016	23rd International Symposium on Temporal Representation and Reasoning	COPENHAGEN
TLAD	2011	9th International Workshop on Teaching, Learning and Assessment of Databases	MANCHESTER
TLWorkshop	2015	(Deadline Extended to 10/16/2015) NIPS 2015 Workshop on Transfer and Multi-Task Learning: Trends and New Perspectives	MONTREAL
TMNZ	2016	First New Zealand Text Mining Workshop	HAMILTON
TPCTC	2011	Third TPC Technology Conference on Performance Evaluation & Benchmarking	SEATTLE
TPDP	2016	Second workshop on the Theory and Practice of Differential Privacy	NEW YORK
TRANSACT	2016	11th ACM SIGPLAN Workshop on Transactional Computing	BARCELONA
TSCT	2015	Special Session on Trends in Soft Computing Techniques	WEST BENGAL
TSP	2016	2016 39th International Conference on Telecommunications and Signal Processing (TSP) - IEEE R8 | IEEE Xplore® | SCOPUS	VIENNA
Tutorials and Workshops@ECML/PKDD	2011	Joint call for tutorials and workshops ECML/PKDD 2011	ATHENS
UAI	2015	31st Conference on Uncertainty in Artificial Intelligence	AMSTERDAM
UAI	2016	Conference on Uncertainty in Artificial Intelligence	NEW YORK
UCC - IDP	2016	UCC - IDP 2016: The 5th International Workshop on Intelligent Data Processing	SHANGHAI
UOII	2011	Workshop User Oriented Information Integration	RIGA
UR@FLAIRS	30	FLAIRS30 - Uncertain Reasoning (UR) Special Track	MARCO ISLAND
UrbComp	2016	The 5th International Workshop on Urban Computing (in conjuction with KDD'16)	SAN FRANCISCO
URSW	2016	Uncertainty Reasoning for the Semantic Web 2016	KOBE
USEWOD	2011	Workshop on Usage Analysis and the Web of Data	HYDERABAD
VAAM	2015	Video Analytics for Audience Measurement	TORINO/TURIN
VAAM	2016	Video Analytics for Audience Measurement	CANCUN
VARVAI	2016	1st workshop on Virtual/Augmented Reality for Visual Artificial Intelligence	AMSTERDAM
VAST	2012	2nd Int'l Workshop on Variability-intensive Systems Testing, Validation & Verification	MONTREAL
VDA	2012	Conference on Visualization and Data Analysis	BURLINGAME
VISAPP	2017	12th International Conference on Computer Vision Theory and Applications	PORTO
VISUM	2015	VISion Understanding and Machine Intelligence	PORTO
VLDB	2011	The 37th International Conference on Very Large Data Bases	SEATTLE
VLDB	2012	38th International Conference on Very Large Databases	ISTANBUL
VLDB	2013	International Conference on Very Large Data Bases	LAGO DI GARDA
VLDB	2014	40th International Conference on Very Large Data Bases	HANGZHOU
VLDB	2015	41st International Conference on Very Large Data Bases	KOHALA COAST
VLDB	2016	42nd international conference on very large data bases	NEW DELHI
VLDS	2011	First International Workshop on Searching and Integrating New Web Data Sources	SEATTLE
VS3	2016	Vision and Sports Summer School 2016	PRAGUE
WACV	2016	IEEE Winter Conference on Application of Computer Vision	LAKE PLACID
WAIM	2015	The 16th International conference on Web-Age Information Management (WAIM2015)	QINGDAO
WCCI	2016	2016 IEEE World Congress on Computational Intelligence	VANCOUVER
WCO	2016	9th International Workshop on Computational Optimization	GDANSK
WCSE	2016	EI&SCOPUS--2016 6th International Workshop on Computer Science and Engineering (WCSE 2016)	TOKYO
WCSE	2017	7th International Workshop on Computer Science and Engineering --Scopus & Ei compendex	WUHAN
WCSE-Ei	2016	2016 6th International Workshop on Computer Science and Engineering (WCSE 2016)--EI&SCOPUS	TOKYO
WebDB	2012	15th International Workshop on the Web and Databases	SCOTTSDALE
WebDB	2013	16th International Workshop on the Web and Databases	NEW YORK
WebDB	2014	International Workshop on the Web and Databases	SNOWBIRD
WebMiReS	2016	Web Mining and Recommender Systems-PAAMS Special Session	SEVILLA
WEIN	2016	The 6th International Workshop on Emergent Intelligence on Networked Agents	SINGAPORE
WiML	2015	10th WORKSHOP FOR WOMEN IN MACHINE LEARNING 2015 Co-located with NIPS	MONTREAL
WiML	2016	11th Workshop for Women in Machine Learning, Co-located with NIPS	BARCELONA
WINVIZNN	2016	ACCV 2016 Workshop on Interpretation and Visualization of Deep Neural Nets	TAIPEI
WIRN	2016	Italian Workshop on Neural Networks	VIETRI SUL MARE
WISA	2016	8th Workshop on Intelligent Systems and Applications	GRAN CANARIA
WISE	2012	The 13th International Conference on Web Information System Engineering	PAPHOS
WISTIPS	2016	INFORMATION AND SOFTWARE TECHNOLOGIES FOR INTELLIGENT POWER SYSTEMS	DRUSKININKAI
WMLI	2016	ICANN 2016 Workshop on Machine Learning and Interpretability	BARCELONA
WNUT	2016	The 2nd Workshop on Noisy User-generated Text @COLING	OSAKA
WOD	2012	First International Workshop on Open Data	NANTES
WOD	2013	2nd International Workshop on Open Data	PARIS
WOD - Summer School	2011	WEB OF DATA: Joint RuSSIR/EDBT Summer School 2011	SAINT
WOSCIA	2016	Workshop on Smart Cities and Intelligent Agents	SEVILLE
WoTBD	2015	2015 International Symposium on Web of Things and Big Data	BAHRAIN
WSDM	2017	International Conference on Web Search and Data Mining	CAMBRIDGE
WSDM Cup	2017	WSDM Cup 2017: Knowledge Base Quality and Search	CAMBRIDGE
WWW	2016	International World Wide Web Conferences	MONTREAL
XLDB	2011	5th Extremely Large Databases Conference	MENLO PARK
XMLDM	2012	The Third International Workshop on XML Data Management	HARBIN
YSM	2016	42nd Young Statisticians Meeting	LONDON
